title,content,source,url
"Cuối tháng Ba, Hà Nội","Hoa loa kèn trên bàn
trắng xanh tang tảng sáng
êm ái và xa xăm
nhạc bên nhà hàng xóm

Sương mờ xanh trong cây
như một làn hương mỏng
chút nắng mong manh hồng
trên đỉnh vòm lá nõn

Gánh hàng mơ đi sớm
thẫm vàng hai đầu quang
dập dờn vành nón trắng
nhịp nhàng xao bước chân

Có một ngày điềm tĩnh
giữa bộn bề tháng năm
giữa thanh âm ồn ã
trong ngần hồi chuông ngân

Cuối tháng Ba, Hà Nội
em chọn áo màu gì
mùa hạ còn đang tới
mùa xuân còn đang đi...","1-5-1989

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Nghi%C3%AAm-Huy%E1%BB%81n-V%C5%A9/Cu%E1%BB%91i-th%C3%A1ng-Ba-H%C3%A0-N%E1%BB%99i/poem-A9lEkWKPbH_Zj7LUumy7hw
Nơi mặt trời ngủ lại,"Khi anh được em yêu
mây trắng nõn Ba Vì
nắng xa xanh Tam Đảo
đường đi về hướng Tây
vượt sông Hồng cuộn chảy

Khi anh được em yêu
lúa chín vàng thảm trải
sóng dờn như biển cháy
đường đi về hướng Tây
gió thơm mùa gặt hái

Khi anh được em yêu
bao quả chuông ngân nga
treo đầy trong nắng chói
đường đi về hướng Tây
trời vút cao tiếng gọi

Đường đi về hướng Tây
nơi mặt trời ngủ lại
nồng nàn suốt trong đêm
để vừng đông thức dậy
như lòng anh yêu em","24-11-1988

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Nghi%C3%AAm-Huy%E1%BB%81n-V%C5%A9/N%C6%A1i-m%E1%BA%B7t-tr%E1%BB%9Di-ng%E1%BB%A7-l%E1%BA%A1i/poem-QP8hGb7eDLfr_1rtizYFZw
Nửa vời,"Vòng tay em nửa vời
ôm không tròn khát vọng
ánh mắt em nửa vời
nói không tròn đằm thắm

Cái hôn em nửa vời
như chạm vào trái đắng
tình yêu em nửa vời
nửa như là gánh nặng

Em ơi đường xa lắm
mái chèo em nửa vời
buồm em căng một nửa
biết bao giờ xa khơi.","Tháng 6-1987

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Nghi%C3%AAm-Huy%E1%BB%81n-V%C5%A9/N%E1%BB%ADa-v%E1%BB%9Di/poem-dIEmeycFbMcVoK3XKmq23g
Sợi đàn,"Chẳng qua tôi tháng ngày
chuỗi luận hồi nghiệt ngã
mặt trời bánh xe quay
ngập thế gian tàn lửa

Chẳng qua nhà sợi dây
phơi nắng vàng như lụa
mà mắt em nhạt màu
mà tóc tôi tàn úa

Chăng qua đời sợi đàn
lạnh căng như băng giá
mong mười ngón tay em
lời ru và bão tố","15-2-2000

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Nghi%C3%AAm-Huy%E1%BB%81n-V%C5%A9/S%E1%BB%A3i-%C4%91%C3%A0n/poem-_suyjNBc7-XtP9sM6ykfrQ
Thời gian,"Sóng cứ vỗ vô hồi
lên mặt trống thời gian
nôn nao lồng ngực biển
thở ngàn năm, ngàn năm

Thời gian từ vô tận
tiếp nối không hề dừng
một đời người hữu hạn
chớp mắt công dã tràng

Được bao ngày biển trắng
được bao ngày biển trăng
được bao lần biển lặng
niềm vui như sao băng

Biết bao lần bão tố
biển chồm lên dữ dằn
những bãi bờ sụt lở
những quốc gia ngập chìm

Cứ vô hồi sóng vỗ
lên mặt trống thời gian
một đời người ngắn ngủi
được bao nhiêu âm vang

Mà bấy nhiêu trăn trở
trước bấy nhiêu muộn màng",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Nghi%C3%AAm-Huy%E1%BB%81n-V%C5%A9/Th%E1%BB%9Di-gian/poem-K8MMFyXbpQemYqKX7s7s3A
Chuyện tình mười năm trước,"Chỉ có một lần thôi,
Em hỏi anh im lặng,
Thế mà em hờn giận,
Để chúng mình xa nhau.

Biết đi đâu về đâu,
Con thuyền không bến đợi?
Ôi cây xanh tình đời,
Có nghe lòng ta gọi?

Những mùa xuân đã qua,
Tiếng ve về thổn thức,
Gió thổi vào đêm hè,
Kể chuyện mười năm trước.

Chỉ có một lần thôi,
Em hỏi anh im lặng,
Thế mà em hờn giận,
Để chúng mình xa nhau.

Nơi tình yêu bắt đầu,
Cũng là điều khó nhất!
Trái tim dù biết hát,
Nhưng tình đời dễ đâu!

Những đôi lứa yêu nhau,
Có nghe tôi kể lại,
Chỉ một lần trót dại,
Thế mà thành chia phôi.

Chỉ có một lần thôi,
Em hỏi, anh im lặng...","Bài thơ này được tác giả Nghiêm Thanh viết khoảng năm 1971-1972 khi ông đang sắp kết thúc khoá học tại Khoa Ngữ văn, Trường ĐH Tổng hợp Hà Nội, có nhiều bạn được lệnh nhập ngũ và vào các cơ quan thông tấn đi chiến trường, để tặng nhau làm lưu niệm. Theo tác giả, do là đảng viên, làm lớp trưởng, ngại mang tiếng là “lãng mạn”, ông đã không dám ký tên, nên mượn nhân vật đa tình Bét-xô-nốp trong tiểu thuyết Con đường đau khổ của A. Tôn-xtôi làm bút danh, bịa ra người dịch là một học giả Việt Nam sống ở nước ngoài. Bài thơ sau đó đã được lưu truyền rộng rãi và trong thời gian dài, nhiều người lầm tưởng đây là tác phẩm dịch của một nhà thơ Nga.

Trong bài báo “Bài thơ Chuyện tình mười năm trước và cái tên Bét-xô-nốp” trên báo Phụ nữ thủ đô tháng 3-2017, Nghiêm Thanh đã lên tiếng khẳng định là tác giả của bài thơ. Bài thơ sau đó đã được ông tuyển chọn và in trong tập thơ Khúc tự tình (NXB Văn học, 2017) của mình.",https://www.thivien.net/Nghi%C3%AAm-Thanh/Chuy%E1%BB%87n-t%C3%ACnh-m%C6%B0%E1%BB%9Di-n%C4%83m-tr%C6%B0%E1%BB%9Bc/poem-Yzcqwf5pMsRgerUFvz1CIw
Ánh trăng,"Hồi nhỏ sống với đồng
với sông rồi với bể
hồi chiến tranh ở rừng
vầng trăng thành tri kỷ

Trần trụi với thiên nhiên
hồn nhiên như cây cỏ
ngỡ không bao giờ quên
cái vầng trăng tình nghĩa

Từ hồi về thành phố
quen ánh điện cửa gương
vầng trăng đi qua ngõ
như người dưng qua đường

Thình lình đèn điện tắt
phòng <span id=""id0546ecb0f589a6a4bab8ed8ebd85ca8c"" class=""popup-comment"">buyn-đinh</span><i class=""fa fa-info-circle popupcmt""></i> tối om
vội bật tung cửa sổ
đột ngột vầng trăng tròn

Ngửa mặt lên nhìn mặt
có cái gì rưng rưng
như là đồng là bể
như là sông là rừng

Trăng cứ tròn vành vạnh
kể chi người vô tình
ánh trăng im phăng phắc
đủ cho ta giật mình","TP. Hồ Chí Minh, 1978

[Thông tin 2 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Nguy%E1%BB%85n-Duy/%C3%81nh-tr%C4%83ng/poem-LZYel2RtqrJWQMzZsDPq2g
Bạn mới,"Gặp anh, tôi chào bác!
(mái tóc anh ngả bạc)
Một bụ cười hồn nhiên
Ngỡ ngàng trong giây lát
Nắm tay tôi rất chặt:
- Mình cũng lính biên phòng
Mới nghỉ hưu vài năm
Khoác ba lô anh đi
Từ núi rừng Việt Bắc
Kịp vào với Tây Nam
Quên đi cả thời gian
Gặp đồng đội mới quen
Nhận ra mình tóc bạc
Chưa kịp biết tên anh
Gặp nhau, chào đồng chí
Chưa kịp hỏi gia đình
(Anh bận lo bầu cử)
Tạm biệt, tay lắc mạnh
- Hôm nào ghé lại thăm
Vườn tiêu vừa được hái
Ly cà phê nhà trồng
Đường về đầy sắc nắng
Bóng cờ thắm nhẹ bay
Gió miền biên sao vui
Chợ sáng màu áo trắng",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Nguy%E1%BB%85n-Duy-C%C6%B0%E1%BB%9Dng/B%E1%BA%A1n-m%E1%BB%9Bi/poem-F8HedbPDHZwIchILlwegGw
Bờ sông và lau lách,"Buổi sáng người kéo xe
Qua sông, phiên chợ muộn
Nước đục đáy lòng ghe
Con cá sầu sóng cuộn

Nắng quẫy ướt lên bờ
Lau lách già đắm đuối
Đá cuội cũng làm thơ
Ngàn năm không nhớ tuổi

Buổi sáng người qua đò
Lặng im nhìn lau lách
Thân thế ngủ hai bờ
Dưới sông hoa trôi muộn",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Minh-%C4%90%E1%BB%A9c-Tri%E1%BB%81u-T%C3%A2m-%E1%BA%A2nh/B%E1%BB%9D-s%C3%B4ng-v%C3%A0-lau-l%C3%A1ch/poem-qWLCgRFSX7Q03ATCve2OmA
Cánh diều chiều miền biển,"Cao nguyên, chiều lộng gió
Điệp trùng, màu rừng xanh
Dịu mát vòm trời trong
Bất chợt đôi cánh trắng
Cánh diều bay, diều bay
Trong trời chiều loáng nắng
Cánh trắng chao, nghiêng chao
Lồng lộng bay, cao vút
Có một sợi dây mềm
Nối trời vào với đất
Có đôi mắt trẻ thơ
Dõi khoảng trời cao rộng
Có một đời ước mơ
Để những tờ giấy trắng
Căng thành cánh diều bay
Trong vòm trời xanh thẳm
Chỉ có ở đây thôi
Bắt gặp ở đây thôi!
Chiều miền biên bình lặng...",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Nguy%E1%BB%85n-Duy-C%C6%B0%E1%BB%9Dng/C%C3%A1nh-di%E1%BB%81u-chi%E1%BB%81u-mi%E1%BB%81n-bi%E1%BB%83n/poem-m42tc12dWmJvw1y-pL0-Ag
Cuốn sách vào đời,"Cha dẫn con mua sách
Khi tuổi con biết nhớ
Là cuốn sách đầu đời
Của Herto Malot
Chú Rémi dũng cảm
“Hãy biết tự cứu mình
Trước khi trời xuống cứu”

Khi con vừa biết nghĩ
Cha tìm Colombo
Người đi tìm châu Mỹ
“Hãy là người đầu tiên
Hãy vượt lên gian khó”

Tặng con vào thanh niên
Những “Cuộc đời tuổi trẻ”
Những chàng trai ý chí
Đã làm nên cuộc đời
Đã làm nên thế kỷ

Khi cuộc đời lớn khôn
Con tự tìm
“Thép đã tôi thế đấy”
Chân trời bao ý nghĩa
Hãy biết sống cho đời

Con tự tìm, tự đọc
Nguyên Hồng, Nguyễn Công Hoan
Nguyễn Đình Thi, Tố Hữu
Quang Dũng và Văn Cao...

Biết bao điều ghi nhớ
Dọc dài đường biên cương
Cha chính là cuốn sách
Cuộc đời con mang theo",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Nguy%E1%BB%85n-Duy-C%C6%B0%E1%BB%9Dng/Cu%E1%BB%91n-s%C3%A1ch-v%C3%A0o-%C4%91%E1%BB%9Di/poem-oiawT3STu1B2row_v_pIgw
Dạ lan hương,"Lững thững sương đầm vai
Mới hay ngõ phố dài
Khuya dạ lan không ngủ
Cây đứng mà hương bay","1-2001

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Duy-Phi/D%E1%BA%A1-lan-h%C6%B0%C6%A1ng/poem-3L2ETwocMxpFnDgFB4Hk1w
Dậy sớm,"Ngày vẫn vui, dậy sớm
Bữa, se lạnh, thoảng hương
Gặp con ong lấy mật
Chọc ghẹo những giọt sương",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Nguy%E1%BB%85n-Duy-C%C6%B0%E1%BB%9Dng/D%E1%BA%ADy-s%E1%BB%9Bm/poem-CFBIu0j4eq1QnpHMI9iw6Q
Hà Nội ngày đi và trở về,"Phố Hoàn Kiếm ngắn tý
Góc Cầu Gỗ - Bờ Hồ
Cha dắt con mua sách
Cuốn sách của đầu đời
Chú Rémi nghị lực
Của Hecto Malot
“Hãy biết tự cứu mình
Trước khi trông trời cứu”
Tràng Tiền bừng ánh điện
Chuyện về Colombo
Người tìm ra châu Mỹ
“Ai là người đầu tiên
Ai là người đi trước”
Để những ngày lớn khôn
Con tìm “Thời thơ ấu”
Nghiền ngẫm “Thép đã tôi”
Những cuộc đời “Tuổi trẻ”
Góc ba lô mang theo

Cụ Rùa ngoi mặt hồ
Phì nước lũ trẻ con
Cha dắt con buổi chiều
Lò Đúc, ngày thanh thản
Xạc xào đàn cò trắng
Tha mồi về, hoàng hôn...
Nghịch ngợm, thời trẻ con
Lên cầu, xem nước xoáy
Đoạn tường thành đất đỏ
Nối Lò Đúc, Bạch Mai
Đạp xe như cưỡi sóng
Nay, Trần Khát Chân rồi
Đâu rồi lối mòn xưa
Tắt ngang qua đồng lúa
Giọng Châu Loan còn đó
Giục giã chân người đi
Bao người thương nhớ chị
Đài phát thanh Mễ Trì
Đâu rồi bến phà Chèm...
Những đoàn người sơ tán
Xe đạp treo nồi xoong
Mà lòng sao bình thản

Hà Nội là niềm tin
Mang bao điều ước vọng
Dẫu xưa, phố lên đèn
Mờ mờ như đom đóm
Hà Nội mùa gió bấc
Xình xịch những chuyến tàu
Rồi có ngày trở lại
Một mình, một sớm đông
Đi tìm bác thợ ảnh
Suốt công viên Lê Nin
Dấu người xưa đâu thấy
Xanh thắm, hồ biếc xanh
Thư ảnh trả lại tiền
“Vì bức hình chưa đẹp
Hẹn ngày về chụp đền”
(Một thời còn rất trẻ
Nhớ ngày “gác bút nghiên”)

Về, tìm lối nhà tôi
Những nhà cao che khuất
Con đường xưa rầm rập
Pháo xe, hướng chiến trường
Lạ lẫm quán “Lửa rơm”
Ngay giữa lòng thành phố
Đường đã như đại lộ
Là đất xưa, cánh đồng
Đâu rồi con ngõ gạch
Đâu rồi cổng vào thôn
Mỹ Đình lên thành phố
Lung linh những ánh đèn
Năm mươi năm gặp lại
Bạn như lạ, như quen
Nhận nhau bằng ánh mắt
Hồn cốt xưa, thân thương
Nhớ nhau thời tuổi trẻ
Nồng nàn, chưa biết yêu
Nhớ một thời bom đạn...
Đi rồi, bỗng nhớ nhau
Bao điều xưa chưa nói
Giữa ngày về nắng vàng
Những gì xưa, nguyên vẹn
“Như trái đất quay tròn”
Nơi miền quê thuần nông
Có chàng trai đứng dậy
Chẻ nan tre, nuôi lợn
Chăm đứa con mồ côi

Vợ chồng vui hạnh phúc
(Ngày máy bay quần thảo
Mảnh găm gáy cháu tôi)
Đường ngoại thành bật sáng
Làng quê lên phố rồi
Người ngoại thành đứng lên
Trải bao mùa máu lửa
Dấu bờ tre còn đó
Bên ngôi nhà lên tầng",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Nguy%E1%BB%85n-Duy-C%C6%B0%E1%BB%9Dng/H%C3%A0-N%E1%BB%99i-ng%C3%A0y-%C4%91i-v%C3%A0-tr%E1%BB%9F-v%E1%BB%81/poem-T4hPZ_7EP_HI4HaYttfDkQ
Hoàng hôn tím,"Bình nguyên chiều xuống tím
Có tiếng ai thì thầm
Gió đấy, là nụ hôn
Rung rinh vành lá non
Hoàng hôn buông màu tím
Lũ chim đâu trở về
Líu lo lời giã bạn
Xốn xang cả khu vườn
Ảo huyền trời sắc tím
Gió ru, vọng từng lời
Miền biên, hoàng hôn tím
Tôi nhớ về bạn tôi",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Nguy%E1%BB%85n-Duy-C%C6%B0%E1%BB%9Dng/Ho%C3%A0ng-h%C3%B4n-t%C3%ADm/poem-KbKOLAEl2gtSZ85_CEsqAg
Hương cau ngày về,"Hương cau thơm dịu nhẹ
Lá cong che trầu mềm
Líu ríu, chim se sẻ
Góc vườn xưa, cố hương",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Nguy%E1%BB%85n-Duy-C%C6%B0%E1%BB%9Dng/H%C6%B0%C6%A1ng-cau-ng%C3%A0y-v%E1%BB%81/poem-V7JDGF6eIHkMBLVR1VGzHA
“Dưới giàn hoa thiên lý...”,"Dưới giàn hoa thiên lý
Một mình anh đang ngồi
Không dưng em bước tới
Anh bỗng thành song đôi",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Nguy%E1%BB%85n-Nh%E1%BA%ADt-%C3%81nh/D%C6%B0%E1%BB%9Bi-gi%C3%A0n-hoa-thi%C3%AAn-l%C3%BD/poem-u0YIZsC-pwwY1Khy_e96OQ
“Lòng tôi là cây khế...”,"Lòng tôi là cây khế
Em là chim về chơi
Vàng kia em chẳng trả
Chỉ nhả hạt xuống thôi
Hạt rớt xuống thành cây
Cây cũng toàn cây khế
Từ khi em đi rồi
Vườn tôi thành lặng lẽ
Biết bao giờ trở lại
Cánh chim em ngày nào
Lòng tôi hoa khế rụng
Xuống nỗi buồn nôn nao...",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Nguy%E1%BB%85n-Nh%E1%BA%ADt-%C3%81nh/L%C3%B2ng-t%C3%B4i-l%C3%A0-c%C3%A2y-kh%E1%BA%BF/poem-piaOE_aXABBrdEkka4gaag
Chuyện cổ tích,"Khi anh vừa sinh ra 
Oe oe dăm tiếng khóc 
Lúc ấy em ở đâu 
Làm sao mà anh biết 

Làm sao mà anh biết 
Em còn chưa ra đời 
Mẹ là người duy nhất 
Biết được điều đó thôi! 

Hai nhà ở hai nơi 
Cách nhau nghìn cây số 
Mẹ vẫn biết anh buồn 
Nên sinh em từ đó 

Em hồn nhiên như cỏ 
Lớn lên dưới mặt trời 
Anh như mây như gió 
Suốt bốn mùa rong chơi 

Gặp nhau giữa cuộc đời 
Là duyên hay là nợ 
Anh yêu em lâu rồi 
Sao vẫn còn bỡ ngỡ 

Bao chàng trai qua ngõ 
Sao em chẳng chạnh lòng 
Hai mươi năm chờ đợi 
Một bóng hình xa xăm 

Bây giờ em yêu anh 
Như là trong cổ tích 
Mẹ là người duy nhất 
Hiểu được điều đó thôi",,https://www.thivien.net/Nguy%E1%BB%85n-Nh%E1%BA%ADt-%C3%81nh/Chuy%E1%BB%87n-c%E1%BB%95-t%C3%ADch/poem-4MJNxfVl2H_Szjj-NgS3_w
Chuyện ngày sau,"Có hạt khô nằm chết 
Bên bờ rào không tên 
Ngày hôm sau chỗ ấy 
Chắc là hoa mọc lên. 

Có buổi chiều nằm chết 
Trên đồi thông cỏ dày 
Chắc hôm sau chỗ ấy 
Mọc lên một sớm mai. 

Có tình yêu nằm chết 
Hôm nào cạnh dòng sông 
Biết mai sau chỗ ấy 
Có còn gì hay không.",,https://www.thivien.net/Nguy%E1%BB%85n-Nh%E1%BA%ADt-%C3%81nh/Chuy%E1%BB%87n-ng%C3%A0y-sau/poem-XphIqfTOVpep465CUKRDgA
Gặp nhau làm chi vội,"Xin đừng buồn em nhé
Mùa xuân xanh đã qua rồi
Xin em đừng tựa cửa
Lá vàng nào không rơi
Mùa thu nào không vàng
Bóng chiều nào không trôi
Gặp nhau làm chi vội
Để mai người xa tôi.",,https://www.thivien.net/Nguy%E1%BB%85n-Nh%E1%BA%ADt-%C3%81nh/G%E1%BA%B7p-nhau-l%C3%A0m-chi-v%E1%BB%99i/poem-3pVeyUyw9z2JKXoNaEcsgA
Khi trang sách mở ra,"Khi trang sách mở ra
Khoảng trời xa xích lại
Bắt đầu là cỏ dại
Thứ đến là cánh chim
Sau nữa là trẻ con
Cuối cùng là người lớn

Trong trang sách có biển
Em thấy những cánh buồm
Trong trang sách có rừng
Với bao nhiêu là gió

Trang sách còn có lửa
Mà giấy chẳng cháy đâu
Trang sách có ao sâu
Mà giấy không hề ướt

Trang sách không nói được
Sao em nghe điều gì
Dạt dào như sóng vỗ
Một chân trời đang đi.","Bài thơ được đăng lần đầu trên báo Khăn quàng đỏ số 41, năm 1982.

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Nguy%E1%BB%85n-Nh%E1%BA%ADt-%C3%81nh/Khi-trang-s%C3%A1ch-m%E1%BB%9F-ra/poem-qkoJari00XTivc5xDhawJA
Phố trẻ,"Tôi đi qua phố nắng
Tôi đi qua phố mưa
Phố bây giờ đã khác
Tôi bây giờ đã xưa

Khi tôi chưa ra đời
Phố bây giờ đã có
Đến lúc tôi lìa đời
Phố mãi là phố trẻ

Xin những người đi lẻ
Hãy nhập thành chung đôi
Phố vẫn còn mới mẻ
Tình sao nỡ cũ rồi?",Rút từ truyện ngắn Quán gò đi lên.,https://www.thivien.net/Nguy%E1%BB%85n-Nh%E1%BA%ADt-%C3%81nh/Ph%E1%BB%91-tr%E1%BA%BB/poem-HWlyxK37UucEYj7GRtULzg
Song đôi,"Dưới dàn hoa thiên lý
Một mình anh đang ngồi
Không dưng em bước tới
Anh bỗng thành song đôi.",,https://www.thivien.net/Nguy%E1%BB%85n-Nh%E1%BA%ADt-%C3%81nh/Song-%C4%91%C3%B4i/poem-0EiLNakjJ7aeTpJ4gqHpew
Thà như ngày thơ ấu,"Những điều lòng muốn nói
Sao chẳng nói được gì
Những điều không muốn nói
Lại nói mãi em nghe
Nhớ ngày xưa tuổi nhỏ
Ta suốt ngày bên nhau
Kể bao điều thầm kín
Lòng có ngại gì đâu
Bây giờ sao quá khó
Lòng anh và tình em
Chút hương thầm trong gió
Biết ngày nào bay lên
Nếu biết tình như thế
Chẳng lớn lên làm gì
Thà như ngày thơ ấu
Hai đứa cầm tay đi",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Nguy%E1%BB%85n-Nh%E1%BA%ADt-%C3%81nh/Th%C3%A0-nh%C6%B0-ng%C3%A0y-th%C6%A1-%E1%BA%A5u/poem-_jvZ4xChz3socjn24sRTew
Chớm xưa,"Hoa vườn em vẫn nở
Người yêu em chưa sang
Cách một mùa trăng nữa
Nắng vườn em sẽ vàng
 
Tháng năm hoa táo trắng
Người yêu em chưa về
Táo đến mùa quả ngọt
Vẫn bao người xa quê
 
Mùa cỏ gianh đã hết
Mùa cỏ tế sắp tàn
Em còn cắt gì được
Suốt những chiều mây hoang
 
Nhớ thương không như cỏ
Nhớ thương chẳng như rừng
Mà suốt miền lau vắng
Đất đỏ cằn rưng rưng
 
Đặt tay lên củi bếp
Tìm lại một chiều xưa
Bóng ai ngồi nhóm lửa
Đợi ai về sau mưa
 
Hoa vườn em vừa rụng
Nắng vườn em sắp trưa
Mây vườn em thôi biếc
Tuổi vườn em chớm xưa",1997,https://www.thivien.net/Nguy%E1%BB%85n-Vi%E1%BB%87t-Chi%E1%BA%BFn/Ch%E1%BB%9Bm-x%C6%B0a/poem-WRnXmnyUkqFyUQ4MIvmZxQ
Con người V,"Đất vẫn hương lặng lẽ
Mùa qua trên đất vườn
Ta đến mà không gặp
Trái buồn em như sương
 
Tất cả đều bất động
Trên đất, những rừng cây
Tất cả đều im lặng
Ánh trăng và mầu mây
 
Cánh đồng trên trang sách
Những đám mây ngôn từ
Cỗi cằn bao ý tưởng
Hạt chữ miền hoang vu
 
Những ngọn nến không cháy
Những cánh chim không về
Trên môi lời hát ấy
Ngủ quên không người nghe
 
Những cỗ xe tưởng tượng
Chất đầy sách và người
Oằn lưng như ngựa kéo
Đi về miền xa xôi
 
Cánh buồm nào không gió
Dòng sông nào đứng im
Không một người đi bộ
Không một vì sao lên
 
Những gì anh đã mất
Những gì anh được cho
Ngọn lửa buông năm tháng
Trên cánh đồng giấc mơ
 
Tất cả đều im lặng
Những câu thơ viết rồi
Cả bài thơ chưa viết
Còn nằm trong tim tôi
 
Một mai trang sách cũ
Về đây hỡi quốc cầy
Thế gian mong còn lại
Một niêmg tin thơ ngây",,https://www.thivien.net/Nguy%E1%BB%85n-Vi%E1%BB%87t-Chi%E1%BA%BFn/Con-ng%C6%B0%E1%BB%9Di-V/poem-Uj6lH6B-5p_rr-43yUxCvw
Con người XI,"Mái lợp bằng rạ đồng
Rơm trộn bùn, vách trát
Ngôi nhà xưa, bên trong
Có những con dế hát
 
Giờ những ngôi nhà gạch
Nền lát đá men hoa
Trên bàn dăm quyển sách
Lặng im sách với ta
 
Đâu con dế hát xa
Ngoài đồng sương ngập cỏ
Ngôi nhà xưa ngày xưa
Bây giờ ai còn nhớ
 
Chỉ còn lại cuốn sách
Là ngôi nhà của tôi
Thơ bốn bề mặt vách
Đốt lên ấm hơi người",,https://www.thivien.net/Nguy%E1%BB%85n-Vi%E1%BB%87t-Chi%E1%BA%BFn/Con-ng%C6%B0%E1%BB%9Di-XI/poem-OQW8ul2s3iGnTtz7uu8hXw
Đà Lạt,"Đà Lạt
 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;hoa
 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;vừa nở
trong hồn anh sớm nay
Đà Lạt thông còn mọc
chờ anh sau ngàn cây

Chiều
 &nbsp;&nbsp;&nbsp;đã từng
 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;than thở
nơi xanh xao hồ đầy
rừng vẫn nghe thông trúc
Tuyền Lâm theo gió mây

Lên núi
 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;gặp
 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Thiền viện
vào rừng hóa thông reo
Trúc Lâm mong gặp Phật
hiện lên trong ráng chiều

Mây
 &nbsp;&nbsp;bồ đề
 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;rủ xuống
trong tâm người hành hương
gió bồ đề đến nhắc
trong hồi kinh luân thường

Đà Lạt
 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;như
 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;vừa ngủ
giữa núi đồi bình yên
Đà Lạt như còn thức
dưới mưa dài bao đêm

Đà Lạt
 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;bao
 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;dốc phố
quanh co trong sương đầy
chờ ta hoa cúc tím
trong sương nghe hao gầy",,https://www.thivien.net/Nguy%E1%BB%85n-Vi%E1%BB%87t-Chi%E1%BA%BFn/%C4%90%C3%A0-L%E1%BA%A1t/poem-auF0KvvJhPA6N0KzCQ5eYA
Đá trên vịnh Hạ Long,"Những lá buồm hoá đá
trên biển lớn phong phanh

những cánh chim hoá đá
trên sóng biển yên lành

những đám mây hoá đá
bay vào giấc mộng thành

những rồng thiêng hoá đá
đang giấu vuốt, mài nanh

những ngọn sóng hoá đá
ngâm khúc Bạch Đằng xanh

những tráng sĩ hoá đá
đâu cần biển lưu danh

những ngọn cờ hoá đá
ngàn năm giữ trường thành","Hạ Long 18-7-2020

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Nguy%E1%BB%85n-Vi%E1%BB%87t-Chi%E1%BA%BFn/%C4%90%C3%A1-tr%C3%AAn-v%E1%BB%8Bnh-H%E1%BA%A1-Long/poem-YAKpsbZAeWcUgpOAVwG5cA
